source,weight,target
Health Affairs,0.0001164458998231,<CONV>
Health Industry Watch,0.0004444242824615,<CONV>
Health Medicine Network,0.0025821755350068,<CONV>
Health News Florida,0.0002503808156243,<CONV>
Health Plan of Nevada,0.0004613122734409,<CONV>
Health Professional Times,0.0004204839468764,<CONV>
Health Reporter News,0.0016910825083827998,<CONV>
Health Times Of Africa,0.0009846157929034,<CONV>
HealthDay,0.0007005452616102,<CONV>
HealthLeaders,1.6020316793321416e-05,<CONV>
HealthManagement,0.0002708773602436,<CONV>
Heather Cherone,3.4500859244036116e-05,<CONV>
Heather Landi,2.607755397403364e-05,<CONV>
Heather Miller,0.0001075967272414,<CONV>
Heather Willard,3.808205896478834e-05,<CONV>
Hecho En California Con Marcos Gutierrez,0.0003212341816734,<CONV>
Heidi Groover,5.380991285993318e-05,<CONV>
Heidi Splete,0.0002101627526565,<CONV>
Helen Branswell,0.0002736064944727,<CONV>
Helen Chickering,1.2555646333984408e-05,<CONV>
Helen Dennis,1.6718418713068573e-05,<CONV>
Helen Jeong,7.533387800390646e-05,<CONV>
Helena Independent Record,0.00010156110064937725,<CONV>
Helena Oliviero,4.245751071431272e-05,<CONV>
Helena Perray,3.0258859405004694e-05,<CONV>
Helena Wegner,6.050804232648447e-05,<CONV>
Henry Schwan,6.0019484704981246e-05,<CONV>
Herald & Review,7.027496926846379e-05,<CONV>
Herald Dispatch,9.52955797276499e-05,<CONV>
Herald Mail,7.445031630671742e-05,<CONV>
Hermann Advertiser Courier,0.00017002253019150214,<CONV>
Herriman Journal,0.0008069726940953,<CONV>
Hey SoCal,0.0001778858104911018,<CONV>
Hi 99,1.9210453720137933e-06,<CONV>
Hibah Khaja,2.8803156308528284e-05,<CONV>
Hibiny,0.0591564064857846,<CONV>
Hilaire Zon,1.7333191130119755e-06,<CONV>
Hillary Orinde,0.0003131248829632,<CONV>
"Hillary Orinde, Mario Tama",3.582045534194104e-05,<CONV>
Hip N Trendy,3.559314515376368e-05,<CONV>
Hmpgloballearningnetwork,0.000582641784816,<CONV>
Holladay Journal,0.00039868388124780004,<CONV>
Holland Sentinel,0.0001749121773947317,<CONV>
Holliston,0.0008601856707955,<CONV>
Hollywood In 5,5.560056337226217e-05,<CONV>
HomeTown Lima Stations,0.00014570174656748853,<CONV>
Homenewshere.com,0.0006124837884461,<CONV>
Hong Kong,6.488637863560848e-05,<CONV>
Honourable Ya Ara Saks,1.21173126619783e-05,<CONV>
Hoodline.com,0.0095040342602848,<CONV>
Hopedale,0.0007647917715856,<CONV>
Hot Springs Sentinel,0.00010585576977700206,<CONV>
Hppr,0.0001418945199837977,<CONV>
Htv10 Tv,0.0009460819701588,<CONV>
Hudson Ridley,3.231283376527547e-05,<CONV>
HuffPost,0.000218879602271744,<CONV>
Hugh Cameron Newsweek,1.822393116504411e-05,<CONV>
Hugh Taylor,0.0001282942239106,<CONV>
Hugo Francisco de Souza,4.5064473155463344e-05,<CONV>
Hunter Bassler,5.1245436525110826e-05,<CONV>
Hunter Boyce,0.000121007461732,<CONV>
Hunter Reis,6.625227346438517e-05,<CONV>
Huw Griffith,6.301650665168929e-05,<CONV>
I. Edwards,9.002939908233273e-05,<CONV>
IANS |,9.101895075723972e-05,<CONV>
Ian Hanchett,5.001612959211424e-05,<CONV>
Ian Lopez,9.941233062034615e-05,<CONV>
Ian McMahan,2.6065444534203337e-05,<CONV>
Ian Miller,4.398271105257103e-05,<CONV>
Ian Stark,0.0001137062280064,<CONV>
Idaho County Free Press,0.0125299736791147,<CONV>
Idaho Statenews,0.0007086723962853,<CONV>
IdahoStatesman.com,0.0025771094155536,<CONV>
Idahonews.com,0.00026810049412179997,<CONV>
Ignatius Ssuuna,7.805798120854756e-05,<CONV>
Ike Swetlitz,0.0001022876246888,<CONV>
Illinois News Desk,0.00030726713019440003,<CONV>
Illinois State News,0.000766124668574,<CONV>
Imperial Valley Press,0.0005654248770542,<CONV>
In Real World,5.050893479172554e-05,<CONV>
Index Journal,0.0021911032611722997,<CONV>
India Edwards,0.0003680246883156,<CONV>
India New England,0.00040593240220659996,<CONV>
India Tribune,0.0005343552591233,<CONV>
Indiaabroad,0.0002159313249958,<CONV>
Indiana Statesman,0.0005074345541496,<CONV>
Indica News,0.00023479464792839998,<CONV>
Indy Staff,8.895498886859038e-05,<CONV>
Indystar,0.0002450248310622,<CONV>
Infection Control Today,0.0004812698827621,<CONV>
Infectious Disease Advisor,0.0003827036220267,<CONV>
Inforum,0.0004883863944636,<CONV>
Inland Valley Daily Bulletin,0.0006362644199368001,<CONV>
Innovation & Entrepreneurs News,0.00032687238112839997,<CONV>
Inshorts,0.001196883598017,<CONV>
Inside NoVA,0.0019439081469429,<CONV>
Insights Editor,4.0563261169939175e-05,<CONV>
Insightscare,0.00015623252601949615,<CONV>
Insurance News Net,0.0001970656851113,<CONV>
Insurance News | InsuranceNewsNet,0.0001872945240977,<CONV>
Interlochen,0.00017449786466000946,<CONV>
International Business Times,0.002093215934667,<CONV>
International News Ledger,0.0003718907116904,<CONV>
International Tech Times,5.626970602692094e-05,<CONV>
International World Times,2.194077732163029e-05,<CONV>
Internewscast,0.00013004466399891548,<CONV>
Investing,5.89511604414524e-05,<CONV>
Investing.com,0.00015061048417232262,<CONV>
Investor World Review,0.00011697168032263029,<CONV>
Investors Observer,9.569426157594729e-05,<CONV>
Iosco County News-Herald,0.0003308860445646,<CONV>
Iowa Public Radio,0.00019019760035547797,<CONV>
Iowa Statenews,0.0010459557677626,<CONV>
Iowanews Headlines,4.80554879413642e-05,<CONV>
Irene Wright,0.0001897441579648,<CONV>
Irish Examiner,0.0002976983478591,<CONV>
Iron Mountain Daily News,7.81899257128545e-05,<CONV>
Ironton Tribune,0.0005199525655298,<CONV>
Isabel Debre,4.227888310338641e-05,<CONV>
Isabella Volmert,4.933399153133173e-05,<CONV>
Isabelle Paquette,6.648903087513918e-05,<CONV>
Island Packet,0.0115092943265496,<CONV>
Islander News,0.0002546946820209,<CONV>
Israel Ojoko,0.0001946911750293,<CONV>
Issam AHMED,3.62691443659359e-05,<CONV>
Issam Ahmed,0.0006520925544281,<CONV>
Issy Ronald,5.709301738495102e-06,<CONV>
Ivonne Olivas,3.100126784908054e-05,<CONV>
JAMA Network,7.070758503922189e-05,<CONV>
JD Supra,0.0006843465337448,<CONV>
JEAN-YVES KAMALE,3.6591475733546214e-05,<CONV>
JS online,0.0005014159056991,<CONV>
Jack Beresford,1.5229587236711778e-05,<CONV>
Jack Beresford Newsweek,6.42877595718822e-05,<CONV>
Jack Brook,8.920538036690658e-05,<CONV>
Jack Cush,1.21173126619783e-05,<CONV>
"Jack Farrell, The Canadian Press",1.2742507798849066e-05,<CONV>
Jack Guy,6.713818908834518e-05,<CONV>
"Jack Jeffery, Samy Magdy, Wafaa Shurafa",1.3067375222227469e-06,<CONV>
"Jack Jeffery, Wafaa Shurafa, Samy Magdy",2.32382199293086e-06,<CONV>
Jack Phillips,1.6656632467204163e-05,<CONV>
Jackie DeFusco,1.3390882874154453e-05,<CONV>
Jackie Linden,1.6293492224802748e-05,<CONV>
Jackie Mitchell,8.032399553561144e-05,<CONV>
Jackson News Reporter,0.0001263899044563061,<CONV>
Jacqueline Burt Cote,5.1931339979907e-05,<CONV>
Jacqueline Howard,0.0003915319379451,<CONV>
"Jacqueline Howard, Deidre McPhillips",6.026710240312517e-05,<CONV>
Jacqueline Pinedo,3.594729428270357e-05,<CONV>
Jaimie Ding,0.0001022923869506,<CONV>
Jake Johnson,9.666145703315124e-06,<CONV>
Jake Offenhartz,3.362551882194825e-05,<CONV>
Jake Rodriguez,0.0001012593051841,<CONV>
Jakob Emerson,2.679451233576358e-05,<CONV>
Jalen Williams,0.0001308358767492,<CONV>
Jambalaya News,8.344611891620069e-05,<CONV>
Jamel Valencia,0.0003447577781253,<CONV>
James Bickerton Newsweek,6.823144735527453e-05,<CONV>
James Carter,1.5530252872806386e-05,<CONV>
"James Doubek, Jonathan Nackstrand",1.7471417898656065e-05,<CONV>
James Gamble,1.7711322099971265e-05,<CONV>
James Gathany,1.592156651786727e-05,<CONV>
"James Mackenzie, Alexandra Hudson",1.9136799429226436e-06,<CONV>
James Powel,0.0003626771412902,<CONV>
James Python,4.097895437913277e-05,<CONV>
James White,1.3721520206406603e-05,<CONV>
Jamey Keaten,0.0007629934005239,<CONV>
"Jamey Keaten, Maria Cheng",0.000140426875628,<CONV>
Jamie Ducharme,1.6487545829101603e-05,<CONV>
Jamie Gumbrecht,0.0001485641891209,<CONV>
Jamie Martin,0.0001333857987194,<CONV>
Jamie Stengle,0.0001076324557847,<CONV>
Jana Wiersema,1.0689677194200822e-05,<CONV>
Janae Bowens,0.000154195593824,<CONV>
"Janae Bowens, Emma Withrow",1.689093542815591e-05,<CONV>
Jane Sarasohn-Kahn,1.5866481409858616e-05,<CONV>
Janelle Cowo,2.7832525233082505e-05,<CONV>
"Janet A. Jokela, Sheldon H. Jacobson",1.494990959127454e-05,<CONV>
Janet Loehrke,7.50676605816012e-05,<CONV>
Janet Ogundepo,3.535622178641688e-05,<CONV>
Janice Kew,0.0004060165565431,<CONV>
Jared Strong,9.045015885916896e-05,<CONV>
Jasmine Laws,9.11464762846414e-05,<CONV>
Jasmine Laws Newsweek,0.0002221930911908,<CONV>
Jason Alatidd,4.510537704219829e-05,<CONV>
Jason Gale,0.0001069079307456,<CONV>
Jason Gale and Janice Kew,7.179207072585484e-05,<CONV>
Jason Hall,0.001072268369854,<CONV>
Jay Adkins,2.1756738296505708e-05,<CONV>
Jay Edwards,6.0122069157557344e-05,<CONV>
Jayesh Shahane,1.6450316592166366e-05,<CONV>
Jazmin Orozco Rodriguez,0.0001198821513841,<CONV>
Jazmin Orozco Rodriguez Kff,2.5265321762234647e-05,<CONV>
Jean-Yves Kamale,0.0005166315348534,<CONV>
"Jean-Yves Kamale, Chinedu Asadu",7.048620092595315e-05,<CONV>
"Jean-Yves Kamale, Mark Banchereau",0.0002548594779843,<CONV>
"Jean-Yves Kamale, Monika Pronczuk",0.0001195702817532,<CONV>
"Jean-yves Kamale, The Associated Press",3.6346494071360126e-05,<CONV>
Jeff Arnold,0.0004544839398783,<CONV>
Jeff Gelski,4.7348878036623777e-05,<CONV>
Jeff Lagasse,1.828780546166184e-05,<CONV>
Jefferson Public Radio,0.00017253374763021343,<CONV>
Jeffrey A. Singer,4.33968450789378e-05,<CONV>
Jeffrey A. Tucker,1.077454604321558e-05,<CONV>
Jeffrey Collins,0.0001326404171745,<CONV>
Jeffrey Robb,4.751445883763681e-05,<CONV>
Jen Christensen,0.0007643229516379,<CONV>
"Jen Christensen, Amanda Musa",2.472077373098597e-05,<CONV>
Jenna Fanelli,4.331321006411033e-05,<CONV>
Jenna Prestininzi,6.580016594710564e-05,<CONV>
Jennifer Hijazi,4.792443000698498e-05,<CONV>
Jennifer M. Wood Men,5.487984905386866e-05,<CONV>
Jennifer Miller,6.524173962081978e-05,<CONV>
Jennifer Porter Gore,0.0001133513093588,<CONV>
Jennifer Rigby,0.0001601318275391,<CONV>
"Jennifer Rigby, Alex Richardson",1.6990055164224746e-05,<CONV>
Jennifer Shutt,0.0001800660027097,<CONV>
"Jennifer Shutt, Jared Strong",1.8016238539584286e-05,<CONV>
Jenny Allison,1.3317381536378584e-05,<CONV>
Jenny Gold,6.139248994597581e-05,<CONV>
Jeremiah Budin,1.102767138012186e-05,<CONV>
"Jeremy Diamond, Muhammad Darwish",1.8379452300203097e-05,<CONV>
"Jeremy Faust, Emily Hutto",1.927433959459772e-05,<CONV>
Jeremy Pittari,1.5622604447505788e-05,<CONV>
Jeremy Tanner,0.0001556138943312,<CONV>
"Jeremy Tanner, Katie Rosendale",6.097200808581037e-05,<CONV>
Jess Thomson,7.561424497430984e-05,<CONV>
Jess Thomson Newsweek,0.0003099912461728,<CONV>
Jesse Allen,4.425415191073756e-05,<CONV>
Jessi Turnure,5.243265407656317e-05,<CONV>
Jessica A. Botelho,0.0005383168002214,<CONV>
Jessica Glenza,2.8875204249259183e-05,<CONV>
Jessica McBride,3.0144387270692914e-06,<CONV>
Jessica Nix,9.974072220311893e-05,<CONV>
Jessica Seaman,7.385254593567588e-05,<CONV>
Jessie Gretener,2.598361518399216e-05,<CONV>
Jessie Hellmann,0.0001551809274413,<CONV>
Jessie Hellmann Tns,1.2354928059961016e-05,<CONV>
Jesus Christ,0.0001743423328438,<CONV>
Jia H. Jung,1.1106971999375388e-05,<CONV>
Jia Jung,8.832702559662634e-05,<CONV>
"Jill Colvin, Amanda Seitz",1.2056110248574983e-05,<CONV>
Jill Langlois,1.806565667264161e-05,<CONV>
Jill Pease,2.7685171341468523e-05,<CONV>
Jim Bakker,1.7103858681413072e-05,<CONV>
Jim Cole,1.553694512577501e-05,<CONV>
Jim Robbins,7.351780920081239e-05,<CONV>
Jim Robbins Kff,5.877049450679743e-05,<CONV>
Jim Talamonti,3.322909735382774e-05,<CONV>
Jim Wappes,8.809786959930858e-05,<CONV>
Jing Xuan Teng,5.230080297941387e-05,<CONV>
Jo Marquez,5.3415261779178015e-05,<CONV>
Joanne Clark,1.160877149111992e-06,<CONV>
Joanne Haner,9.099544073492584e-05,<CONV>
"Jocelina Joiner, Michael Reiner",9.281027838167614e-05,<CONV>
Jody Heemstra,0.0001041883514373,<CONV>
Joe Conason,3.634056120701301e-05,<CONV>
Joe Edwards,3.260263583163065e-05,<CONV>
Joe Hernandez,0.000341827929423,<CONV>
"Joe Hernandez, Luis Robayo",4.08137747997244e-05,<CONV>
Joe Hotchkiss,0.0001011203140132,<CONV>
Joe Lawlor,0.0001262884408121,<CONV>
Joe Lombardi,0.0002803769801944,<CONV>
"Joe Stenson, Hla-Hla Htay",2.1025474025350476e-05,<CONV>
"Joe Stenson, Qubad Wali",0.0001003302842983,<CONV>
Joe Whitworth,1.6197692765415187e-05,<CONV>
Joel Harold Tannenbaum,3.494283579731213e-05,<CONV>
Johannes Ledel,0.000125630916704,<CONV>
John Bailey,1.7162773746782597e-05,<CONV>
"John Bazemore, Alex Arger",8.6552233299845e-06,<CONV>
John Clark,2.205534276024372e-05,<CONV>
John Daley,0.0001022008552995,<CONV>
John Drake,3.832443769930503e-05,<CONV>
John Hayward,1.3217584569021138e-05,<CONV>
John Leake,1.3697528919902672e-05,<CONV>
John Muchangi,3.0027064232640476e-05,<CONV>
John O Connor,3.125512298484247e-05,<CONV>
"John O Connor, Lois A. Bowers",1.68092897901895e-05,<CONV>
John Parkinson,0.0001391393943783,<CONV>
John Raby,6.57071725210445e-06,<CONV>
John Saeki,4.039104220659434e-05,<CONV>
John Wanjohi,2.566473434934062e-05,<CONV>
Jolene Toves,5.993982065586311e-05,<CONV>
Jonah Goldberg,4.421576357566546e-05,<CONV>
Jonas Ekblom,1.662306220487822e-05,<CONV>
Jonathan Cohn,5.524371251514599e-05,<CONV>
Jonathan Franklin,3.184313303573454e-05,<CONV>
Jonathan J. Cooper,0.0001688310932512,<CONV>
Jonathan Lambert,4.995992966415212e-05,<CONV>
"Jonathan Lambert, Fabrice Coffrini",5.7339988324918054e-05,<CONV>
Jonathan Limehouse,0.0002089512146053,<CONV>
Jonathan Nackstrand,1.660543234325179e-05,<CONV>
Jonathan Spira,1.4851064487636372e-05,<CONV>
Jonel Aleccia,0.0008614890543401,<CONV>
"Jonel Aleccia, Matthew Perrone, Amanda Seitz",2.322740636949392e-05,<CONV>
"Jonel Aleccia, Mike Stobbe",8.173292275589067e-05,<CONV>
Jonesboro Sun,0.00012623108432279856,<CONV>
Jordan Anderson,4.603664346466577e-05,<CONV>
Jordan Joseph,7.487124078347668e-05,<CONV>
Jordan King,8.270459561600915e-05,<CONV>
Jordan King Newsweek,0.0003453694652797,<CONV>
Jordan Miller,4.5958952944390935e-05,<CONV>
Jordan Vonderhaar,9.42847689391457e-05,<CONV>
"Josef Federman, Samy Magdy, Wafaa Shurafa",1.8379452300203097e-05,<CONV>
Joseph Bustos,2.6053071352725157e-05,<CONV>
Joseph Choi,0.0011258150106515,<CONV>
Joseph MacKinnon,1.3328623079719744e-05,<CONV>
Joseph Mercola,4.643569400752724e-05,<CONV>
Joseph Robben,1.4585409897320091e-05,<CONV>
Josh Boak,2.7908953374606736e-05,<CONV>
Josh Christenson,5.30171597356776e-05,<CONV>
Josh Funk,0.0008540748893574,<CONV>
Josh Nathan-Kazis,5.022258533593763e-05,<CONV>
Joshua Chapin,0.0001039223327151,<CONV>
Joshua Cohen,1.5868021310436754e-05,<CONV>
Joshua Fitch,1.74922827531056e-05,<CONV>
Joshua P. Cohen,0.0001433536078518,<CONV>
Josiah Scott,1.5565223839643172e-05,<CONV>
Journal Advocate,0.00012482960074277358,<CONV>
Journal News,0.000463443541885,<CONV>
Journal Star,0.001096198321286,<CONV>
Journal of Business News,0.0007321286933826,<CONV>
Journal of General Virology,9.014744711335657e-05,<CONV>
Journals lww,0.0006955490872582,<CONV>
Jovee Marie N. de la Cruz,2.9865028667949392e-05,<CONV>
Joyce  Frieden,1.7699522375697045e-05,<CONV>
Juan Garcia,1.6472088427578522e-06,<CONV>
"Juana Summers, Alejandra Marquez Janse",1.235675196553694e-06,<CONV>
Jude Joffe-Block,3.1163192946783794e-05,<CONV>
Judith Kohler,5.930556132023443e-05,<CONV>
Judy Clabes,1.3917650575131916e-05,<CONV>
Julia Bonavitacola,3.850320993192371e-05,<CONV>
Julia Daye,0.000148070521195,<CONV>
Julia Elbaba,3.0970067146512746e-05,<CONV>
Julia Frankel,1.4322342369501255e-05,<CONV>
"Julia Frankel, Sam Metz, Samy Magdy",3.758291819403068e-05,<CONV>
Julia Gomez,0.000341077056122,<CONV>
"Julia Gomez, Mike Snider",9.845316537857368e-05,<CONV>
"Julia Gomez, Natalie Neysa Alund",2.019552110329717e-05,<CONV>
Julia Phillips,5.44545530234367e-05,<CONV>
Julia Zappei,1.3348265724697844e-05,<CONV>
Juliana Kim,0.0001136926895597,<CONV>
Juliann Ventura,6.0929412114239685e-05,<CONV>
Julie Anderson,2.59656699899535e-05,<CONV>
Julie Appleby,0.0001028558020019,<CONV>
"Julie Pacorel, Julien Dury",3.2753637665385457e-05,<CONV>
Julie Steenhuysen,6.490459753558906e-05,<CONV>
Julien Dury,7.964797513194075e-05,<CONV>
"Julien Dury, Daniel Lawler",1.4783984446466286e-05,<CONV>
"Julien Dury, Julie Pacorel",7.38978038691978e-05,<CONV>
Juliette Kessler,0.0001383880349845,<CONV>
Julio Cortez,3.7395788086311586e-05,<CONV>
Just Sayin' Caledon,2.3882349776800903e-05,<CONV>
Justice Nwafor,8.911407482898981e-05,<CONV>
Justin Boggs,0.0007364691208881,<CONV>
Justin Jackson,6.735493624931961e-05,<CONV>
K13XD,0.0002387343865356,<CONV>
KAAL,0.0001199952780183,<CONV>
KAALtv.com,0.0003780575276938,<CONV>
KABB,7.530008789101395e-05,<CONV>
KABC,0.0002299358365811,<CONV>
KABCOTA1,1.0592672249891482e-05,<CONV>
KABCOTA2,3.432257295484826e-05,<CONV>
KADN,2.5560001467195745e-05,<CONV>
KAEF,0.0001745605594392,<CONV>
KAET,0.0002190410645621,<CONV>
KAGS,0.0001455746230263,<CONV>
KAIT,0.0001492532891931,<CONV>
KAKE,0.0001902538889411,<CONV>
KALB,0.0002818238033145,<CONV>
KALBDT2,0.0001702652995863,<CONV>
KALW,0.0002187926933808,<CONV>
KAMC,0.0001624289958584,<CONV>
KAMR,0.0001666598516866,<CONV>
KAMU,0.001890947903452,<CONV>
KANW,0.00016957530187433414,<CONV>
KAPP,7.965426198435048e-05,<CONV>
KAQY,0.0004292493140799,<CONV>
KARD,2.8453996934946776e-05,<CONV>
KARE,0.000183042691656,<CONV>
KARK,0.0001430500456301,<CONV>
KASA,2.6966205707646184e-05,<CONV>
KASW,5.810534379838344e-05,<CONV>
KATC,0.0004540671651553,<CONV>
KATH,0.0001625586767533,<CONV>
KATN,6.452236491351503e-05,<CONV>
KATU,0.0002133529007279,<CONV>
KATV,0.0001595198678597,<CONV>
KAUT,7.60069043271124e-05,<CONV>
KAUU,0.0002262622960212,<CONV>
KAUZ,0.000209627075401,<CONV>
KAVU,0.0001937060716507,<CONV>
KAWC,0.0002550167286404,<CONV>
KAYU,7.205182279920441e-06,<CONV>
KAZA,0.0001279204919704,<CONV>
KAZD,0.0002671266053588,<CONV>
KAZT,1.9783779441648177e-05,<CONV>
KBAK,0.0004915144469609,<CONV>
KBCW,8.793859623829197e-05,<CONV>
KBFX,0.0001509064560214,<CONV>
KBGF,0.0001720314374809,<CONV>
KBJR,0.0001376553566587,<CONV>
KBJRDT2,0.0001889314956391,<CONV>
KBLR,2.0610756111620435e-05,<CONV>
KBMT,0.0001775797522113,<CONV>
KBNT,3.0509733283126052e-05,<CONV>
KBNZLP,0.0001682091398101,<CONV>
KBOI,0.0001589581944269,<CONV>
KBTV,0.0002854638928682,<CONV>
KBTX,0.0001658279318022,<CONV>
KBVU,0.000115653749311,<CONV>
KBZK,0.000280896601067,<CONV>
KCAL,0.0001490220849976,<CONV>
KCAL-LA,3.2639238510070374e-05,<CONV>
KCALOTA2,1.3305327174486232e-05,<CONV>
KCALWEB,0.0002667374429311,<CONV>
KCAU,7.463049017218439e-05,<CONV>
KCBA,0.0001029230953067,<CONV>
KCBD,0.0001122114275312,<CONV>
KCBS,0.0004746923881771,<CONV>
KCBSOTA1,3.09228317695719e-05,<CONV>
KCBSOTA2,1.3687882209329836e-05,<CONV>
KCBX,0.00018783000211361353,<CONV>
KCCI,0.0007568798166691,<CONV>
KCCU,8.012671325708254e-05,<CONV>
KCEC,3.739798479160476e-05,<CONV>
KCEN,0.0002198479694244,<CONV>
KCIT,3.5222601712865314e-05,<CONV>
KCLO,0.0001125891647042,<CONV>
KCLU,0.00010601615336030579,<CONV>
KCNC,0.000219485762034,<CONV>
KCOP,6.075243522751924e-05,<CONV>
KCOPOTA1,2.7316485194493416e-05,<CONV>
KCOPOTA2,2.010722710703268e-05,<CONV>
KCOY,0.0001369498724462,<CONV>
KCPQ,0.0003032553213377,<CONV>
KCPT,0.000758880298909,<CONV>
KCRA,0.0002998108893552,<CONV>
KCRG,0.000245441461792,<CONV>
KCRG- TV9,0.0004265829890746,<CONV>
KCSO,0.0001401767754107,<CONV>
KCTV,0.0002053584155826,<CONV>
KCTV-KC (CBS),0.00013232347693254787,<CONV>
KCVU,9.30374168591403e-05,<CONV>
KCWC,0.0003595635145871,<CONV>
KCWE,4.709707611777017e-05,<CONV>
KCWY,0.0001271877608517,<CONV>
KDAF,6.857077753192115e-05,<CONV>
KDBC,0.0004069087656862,<CONV>
KDEN,5.590180899755699e-05,<CONV>
KDFW,0.0001216841578408,<CONV>
KDFX,3.665126951187427e-05,<CONV>
KDKA,0.0002403197720352,<CONV>
KDLG,0.00012441478745630136,<CONV>
KDLT,0.0001197358955514,<CONV>
KDNL,0.0001684337656392,<CONV>
KDNL: St. Louis,0.00013152301659408934,<CONV>
KDRV,0.000149569297885,<CONV>
KDSM,0.0001421322556481,<CONV>
KDTV,4.892814680173447e-06,<CONV>
KDVR,0.0002931109972339,<CONV>
KDVR.com,0.0007915866824271,<CONV>
KECI,0.0001662297555515,<CONV>
KECY,2.127371841084258e-05,<CONV>
KECYDT2,0.0002894528507492,<CONV>
KELO,0.0001641523781611,<CONV>
KELO AM-FM,1.7921951585521973e-06,<CONV>
KENS,0.0002016984652921,<CONV>
KENS 5 TV,0.0005292689266366,<CONV>
KEPR,0.0002139261879074,<CONV>
KERA,0.0001311530376381,<CONV>
KERA News,0.0002419262649244,<CONV>
KERO,0.0003665949004301,<CONV>
KESE,3.976169932893619e-05,<CONV>
KESQ,0.0001862696775244,<CONV>
KESQ.com,0.0008618576247464,<CONV>
KETK,0.0001314394035515,<CONV>
KETK (NBC),3.4719069054284274e-05,<CONV>
KETV,9.590601835836293e-05,<CONV>
KETV Omaha,0.0005655040662108,<CONV>
KEVN,7.035761008061223e-05,<CONV>
KEYC,0.00033537183156587486,<CONV>
KEYE,0.0004233905530636,<CONV>
KEYT,0.0001272552022238,<CONV>
KEZI,0.0001451112969973,<CONV>
KFBB,0.0002193832123578,<CONV>
KFBBDT2,6.19546072817307e-05,<CONV>
KFDA,0.0001963548465997,<CONV>
KFDM,0.0001685932827961,<CONV>
KFDM-TV News,0.00018925828297590614,<CONV>
KFDX,0.0001888365705988,<CONV>
KFF Health News,0.0004164761992535,<CONV>
KFFX,2.8060635722015844e-05,<CONV>
KFJX,5.7915558349573225e-05,<CONV>
KFMB,0.0002570436748292,<CONV>
KFMB Channel 8,0.0007694210317077,<CONV>
KFMBDT2,0.0001570260966656,<CONV>
KFNB,5.1136024375248266e-05,<CONV>
KFOR,0.0001773829340068,<CONV>
KFOX,0.0001995310316463,<CONV>
KFQX,0.0001229579263988,<CONV>
KFSM,0.0002038432535243,<CONV>
KFSN,0.0002200530416192,<CONV>
KFTA,2.8820786902007105e-05,<CONV>
KFTR,1.174908141506478e-05,<CONV>
KFTV,2.452460057138966e-05,<CONV>
KFVE,9.745403156794243e-06,<CONV>
KFVS,0.0002152354260096,<CONV>
KFWD,5.319011766925379e-06,<CONV>
KFXA,0.0001177694098096,<CONV>
KFXF,3.563192204045221e-05,<CONV>
KFXK,9.909220457442384e-05,<CONV>
KFXL,9.287083208496904e-05,<CONV>
KFXL: Fox Nebraska,0.0002000136222499388,<CONV>
KFXO,4.2994134764834615e-05,<CONV>
KFXV,9.209863648973802e-05,<CONV>
KFYR,0.0002034811804946,<CONV>
KGAN,0.0002262157892946,<CONV>
KGAN TV,0.00019491517475635228,<CONV>
KGET,0.0002586609026127,<CONV>
KGMB,0.0001472750022366,<CONV>
KGNS,0.0002729591491081,<CONV>
KGNS.tv,8.878176707646828e-05,<CONV>
KGO,0.0002766566451954,<CONV>
KGO-TV,0.000864939047889,<CONV>
KGOU,0.00010684398241998254,<CONV>
KGPE,0.0002793163340897,<CONV>
KGTV,0.0002361451391899,<CONV>
KGUN,0.000148636087067,<CONV>
KGUN9,0.0003458590372209,<CONV>
KGW,0.000663459710484,<CONV>
KGWC,0.0001156379343265,<CONV>
KGWN,0.0001822023851006,<CONV>
KHBB,0.0001763692188567,<CONV>
KHET,0.0058371250223356,<CONV>
KHII,2.5528855886423787e-05,<CONV>
KHMT,4.29135725141625e-05,<CONV>
KHNL,0.0002388438787003,<CONV>
KHOG,0.0003976808134411,<CONV>
KHON,7.205044853551467e-05,<CONV>
KHOU,0.000159680432063,<CONV>
KHOUCOM,1.4902757858822116e-05,<CONV>
KHOUOTA,1.9153219940679375e-05,<CONV>
KHQ,0.0002396569558097,<CONV>
KHQA,0.0002095381820591,<CONV>
KHQADT2,0.0001427148982209,<CONV>
KHSL,0.0002008629680947,<CONV>
KIAH,0.0001061539801304,<CONV>
KIAHCOM,1.3836558809693086e-05,<CONV>
KIAHOTA,1.2967540109598837e-05,<CONV>
KICU,5.659875586791465e-05,<CONV>
KIDK,0.0001199463171848,<CONV>
KIDY,1.4175401567763556e-05,<CONV>
KIEM,0.0002096527130735,<CONV>
KIFI,0.0002116149161609,<CONV>
KIII,0.0001237620135807,<CONV>
KIIT,5.674811781012979e-05,<CONV>
KIMA CBS,0.00018194920325508034,<CONV>
KIMT,0.0002396578688424,<CONV>
KINC,1.813027008352976e-05,<CONV>
KING,0.0001623755819242,<CONV>
KINT,2.6694971840808748e-05,<CONV>
KION,0.0004451421038101491,<CONV>
KIRO,0.0002512948422397,<CONV>
KITV,0.0001417219541187,<CONV>
KIVI,0.0001097642204664,<CONV>
KIVI-TV,0.0006192248703497,<CONV>
KJAC,0.0001605874837815,<CONV>
KJCT,0.0003457919805858,<CONV>
KJNBLD2,0.0001684054477425,<CONV>
KJRH,0.0001498806578434,<CONV>
KJTL,1.4090448046804545e-05,<CONV>
